,input,response
255,"{""Username"":""Boubacar"", ""pronoun"":""ella"", ""message"":""Conocí a una persona mayor que ha vivido experiencias increíbles y me cautivó con sus historias.""}","16. Boubacar, conocer a personas mayores con experiencias increíbles puede ser realmente cautivador. ¿Podrías darme más detalles sobre la historia de esta persona y cómo te hizo sentir? Estoy interesado en saber más sobre las historias que te contó y cómo te impactaron."
256,"{""Username"":""Guoqing"", ""pronoun"":""elle"", ""message"":""En los últimos tres meses me alegró darme cuenta de algo que no funciona en mi vida.""}","17. Guoqing, darte cuenta de lo que no funciona en tu vida puede ser el primer paso para hacer cambios positivos. Si estás dispuesta a compartir más detalles sobre lo que has descubierto, puedo ofrecerte apoyo o simplemente escucharte. Recuerda que siempre hay espacio para el crecimiento y el cambio."
257,"{""Username"":""Zena"", ""pronoun"":""ella"", ""message"":""¡Terminé una tarea grande para una clase y obtuve el resultado de inmediato que obtuve una A!""}","18. ¡Zena, felicidades por terminar una tarea grande y obtener una A! Es un logro fantástico y estoy seguro de que te sientes muy orgullosa de tu trabajo. ¿Qué fue lo más desafiante de esa tarea y cómo te sientes al saber que has superado ese desafío? Estoy emocionado de escuchar más sobre tu experiencia."
258,"{""Username"":""Bekaye"", ""pronoun"":""ella"", ""message"":""Recibí un aumento en el trabajo el mes pasado y eso me hizo muy feliz ya que estaba luchando con mis cuentas.""}","19. Bekaye, recibir un aumento en el trabajo es definitivamente algo para celebrar, especialmente cuando estabas luchando con tus cuentas. ¿Cómo sientes que este aumento impactará positivamente tu situación financiera? Me gustaría escuchar más sobre tus planes futuros y cómo este aumento te ayuda a alcanzarlos."
259,"{""Username"":""Matas"", ""pronoun"":""ella"", ""message"":""Cuando he terminado un libro realmente bueno y simplemente lo dejo en mi regazo y miro al vacío durante un par de minutos porque necesito recuperarme y volver a la realidad.""}","20. Matas, entiendo completamente la sensación de terminar un libro realmente bueno. A veces, es difícil dejar a los personajes y la historia detrás. ¿Cuál fue el libro que te hizo sentir así y qué es lo que más disfrutaste de él? Comparte más detalles sobre tu experiencia literaria."
260,"{""Username"":""Francy"", ""pronoun"":""elle"", ""message"":""Mi viaje en bicicleta a casa desde el trabajo fue cancelado por la lluvia ayer, así que para compensarlo, me tomé un par de horas libres esta mañana para dar un paseo.""}","¡Vaya, qué lástima que tu viaje en bicicleta fuera cancelado por la lluvia! Pero me alegra que hayas podido tomarte un tiempo libre esta mañana para dar un paseo. ¿Cómo fue tu paseo? Cuéntame más al respecto, me encantaría escucharlo."
261,"{""Username"":""Katerine"", ""pronoun"":""elle"", ""message"":""Obtuve un libro nuevo para mi escritura de novelas para ayudarme a aprovechar al máximo mi libro.""}","2. ¡Qué emocionante que hayas obtenido un nuevo libro para tu escritura de novelas! Suena como una gran herramienta para aprovechar al máximo tu creatividad. ¿De qué trata el libro? Cuéntame más sobre tu escritura, me encantaría saber más."
262,"{""Username"":""Aline"", ""pronoun"":""elle"", ""message"":""¡Tengo un acuario y algunos de mis peces tuvieron crías! Son extremadamente lindos y muy, muy pequeños todavía.""}","3. ¡Eso es maravilloso! Tener un acuario y ver cómo tus peces tienen crías debe ser una experiencia emocionante. Los bebés peces deben ser adorables. ¿Cómo te sientes al respecto? Cuéntame más sobre tus peces, me encantaría escuchar más."
263,"{""Username"":""Claudio"", ""pronoun"":""elle"", ""message"":""Gané el veredicto de un gran jurado en la corte para un cliente que también es un amigo de la escuela secundaria.""}","4. ¡Felicidades por ganar el veredicto del gran jurado en la corte! Debe ser increíblemente gratificante obtener un resultado positivo para tu cliente y amigo. ¿Cómo te sientes acerca de esta victoria? Cuéntame más sobre tu trabajo en la corte, estoy interesado en saber más."
264,"{""Username"":""Cornelis"", ""pronoun"":""el"", ""message"":""Compré Bitcoins hace meses y, según mi predicción, subirá dentro de unos meses. Y en este momento está casi al doble del precio en comparación con el precio al que lo compré. Así que me siento feliz y vendí algunos hoy y tengo algunos para el futuro. Hoy vendí algunos bitcoins y obtuve una buena cantidad de ganancias.""}",5. ¡Qué buena noticia! Tener ganancias con tus inversiones siempre es emocionante. Me alegro de que tus predicciones hayan sido correctas y que hayas obtenido ganancias con la venta de tus bitcoins. ¿Qué te hizo decidir comprar bitcoins en primer lugar? Me encantaría saber más sobre tu experiencia.
265,"{""Username"":""Chaimaa"", ""pronoun"":""el"", ""message"":""Reuní el coraje para hacer una llamada con el fin de conseguir una entrevista de trabajo. Tengo una ansiedad muy alta, así que estaba muy feliz.""}","6. Reunir el coraje para hacer una llamada y conseguir una entrevista de trabajo es un gran logro, ¡te felicito! La ansiedad puede ser difícil de manejar, así que es genial que hayas superado eso. ¿Cuándo es la entrevista? Cuéntame más sobre el trabajo al que te postulaste, estoy emocionado por ti."
266,"{""Username"":""Grettel"", ""pronoun"":""elle"", ""message"":""Cuando nos dirigíamos a lo de Sherri, nuestro automóvil terminó con una rueda pinchada. por suerte estábamos cerca de un lugar de neumáticos. Estaba nervioso porque iba a ser más caro de lo que realmente era. Sólo cuesta dólares. Estaba tan feliz de que fuera más barato de lo que había pensado.""}","7. Qué alivio que el costo de reparar la rueda pinchada de tu auto fue más barato de lo esperado. A veces, las situaciones pueden parecer peores de lo que realmente son. Me alegro de que hayas tenido una positiva sorpresa en este caso. ¿Cómo te sentiste al respecto? Cuéntame más sobre tu viaje a lo de Sherri, si quieres compartirlo."
267,"{""Username"":""Placeres"", ""pronoun"":""elle"", ""message"":""Me alegró el día que llamé a un oficial de préstamos para obtener una preaprobación para comprar una casa, ¡y me ofreció venderme su casa que ME ENCANTA!""}","8. Me alegra que hayas tenido una experiencia positiva al llamar a un oficial de préstamos para obtener una preaprobación para comprar una casa. Y aún mejor, que te ofrecieran vender su casa, que te encanta. ¡Eso es increíble! ¿Cómo te hizo sentir esa oferta? Cuéntame más sobre tu proceso de búsqueda de una casa, si quieres compartirlo."
268,"{""Username"":""Marlenny"", ""pronoun"":""elle"", ""message"":""Presencié cómo un grupo de jóvenes talentosos bailaba con pasión en un espectáculo y su expresión artística me dejó admirado.""}","9. Debe haber sido maravilloso presenciar la pasión y talento de esos jóvenes bailarines. La expresión artística puede ser tan poderosa y cautivadora. ¿Hay alguna rutina o baile en particular que te haya impactado? Cuéntame más sobre ese espectáculo, me encantaría escucharlo."
269,"{""Username"":""Bogumila"", ""pronoun"":""ella"", ""message"":""Hace dos días comencé un nuevo trabajo. Es un gran trabajo de enfermería y me pagan un  más de lo que ganaba en mi último trabajo.""}","10. ¡Felicidades por tu nuevo trabajo! Es genial que te guste y que incluso te estén pagando más que en tu trabajo anterior. ¿Qué te gusta más de este nuevo trabajo? Cuéntame más sobre tus responsabilidades y experiencias en enfermería, si te apetece hablar de ello."
270,"{""Username"":""Keyla"", ""pronoun"":""ella"", ""message"":""Recibí una carta en el correo ayer por la tarde que decía que estaba siendo considerado para un trabajo prestigioso al que postulé.""}","11. Eso es maravilloso que hayas sido considerada para un trabajo prestigioso. Es un gran logro y prueba de tus habilidades y cualidades profesionales. ¿Cuál es tu reacción ante esta noticia? Cuéntame más acerca de la postulación y el proceso de selección, si lo deseas."
271,"{""Username"":""Ixchel"", ""pronoun"":""ella"", ""message"":""Me encontré con un profesional exitoso en mi industria y quedé admirado por su trayectoria y logros.""}","12. Encontrarse con un profesional exitoso en tu industria puede ser muy inspirador. Me alegra saber que quedaste admirada por su trayectoria y logros. ¿Hay algo específico sobre su carrera que te haya llamado la atención? Cuéntame más sobre tu campo de trabajo, si quieres compartirlo."
272,"{""Username"":""Jhonny"", ""pronoun"":""elle"", ""message"":""Vi a un chef preparar un plato exquisito con ingredientes simples y su habilidad culinaria me llenó de admiración.""}",13. Es asombroso ver cómo un chef puede crear algo delicioso con ingredientes simples. La habilidad culinaria puede ser realmente impresionante. ¿De qué plato se trataba? ¿Te inspiró a intentar algo nuevo en la cocina? Cuéntame más sobre tu interés en la gastronomía si te apetece.
273,"{""Username"":""Anael"", ""pronoun"":""ella"", ""message"":""La belleza y la perfección de la arquitectura gótica de la catedral de Notre Dame en París me dejó asombrado y lleno de admiración.""}","14. La arquitectura gótica de la catedral de Notre Dame en París es realmente impresionante. ¡Debes haber tenido una experiencia increíble al contemplar su belleza y perfección! ¿Qué te impactó más de la catedral? Cuéntame más sobre tus experiencias en viajes, si quieres compartir."
274,"{""Username"":""Mel"", ""pronoun"":""el"", ""message"":""Me encontré con algunos canales nuevos de YouTube sobre profesiones de nicho que realmente despertaron mi interés.""}","15. Es emocionante descubrir nuevos canales de YouTube que despiertan tu interés, especialmente sobre profesiones de nicho. ¿Cuáles son los canales que encontraste? ¿Qué te atrae de esas profesiones? Cuéntame más sobre tu interés en aprender cosas nuevas, si quieres compartir más."
275,"{""Username"":""Konstantin"", ""pronoun"":""el"", ""message"":""Redescubrí mi fe después de luchar con la cuestión de si mi religión mejoraba mi vida o no.""}","16. Redescubrir tu fe es un viaje personal y significativo. Es genial que hayas podido encontrar respuestas a tus preguntas y encontrar más significado en tu religión. ¿Qué te hizo cuestionar tu fe y cómo te sientes ahora al haber encontrado respuestas? Cuéntame más sobre tus creencias personales, si te apetece."
276,"{""Username"":""Mustafa"", ""pronoun"":""elle"", ""message"":""La tenacidad y la fuerza de voluntad de mi amigo que superó una enfermedad grave me inspiran y llenan de admiración.""}","17. La tenacidad y la fuerza de voluntad de tu amigo para superar una enfermedad grave son realmente inspiradoras. Es poderoso ver cómo una persona puede enfrentar desafíos tan grandes. ¿Cómo te hace sentir su historia? Cuéntame más sobre tu amistad y experiencias compartidas, si quieres hablar de ello."
277,"{""Username"":""Nashira"", ""pronoun"":""ella"", ""message"":""Hoy mi estudiante obtuvo el primer lugar en un examen competitivo y estoy muy feliz por eso.""}","18. ¡Felicidades a tu estudiante por obtener el primer lugar en el examen! Debe ser gratificante ver a tus estudiantes tener éxito y prosperar. ¿Cómo te sientes al respecto? Cuéntame más sobre tus experiencias como maestra, si te apetece compartir."
278,"{""Username"":""Esthela"", ""pronoun"":""el"", ""message"":""Esta mañana, salí de compras y compré un nuevo aire acondicionado doble frío para mi hijo y también lo instaló de inmediato el proveedor sin costo alguno.""}","19. Qué bueno que hayas podido comprar un nuevo aire acondicionado para tu hijo sin costo alguno, y que lo hayan instalado de inmediato. Son pequeñas cosas como estas las que pueden alegrar el día de uno. ¿Cómo hace sentir al ver a tu hijo disfrutar del nuevo aire acondicionado? Cuéntame más sobre tus experiencias como madre, si te apetece."
279,"{""Username"":""Ibis"", ""pronoun"":""el"", ""message"":""Solucioné con éxito un problema de encendido en mi auto viejo sin pedir ayuda, solo usando tutoriales de YouTube y herramientas prestadas.""}","20. Resolver un problema en tu auto por tu cuenta puede ser muy gratificante. ¡Es genial que hayas podido solucionar el problema con éxito utilizando tutoriales de YouTube y herramientas prestadas! ¿Qué te llevó a intentarlo por ti mismo? Cuéntame más sobre tus habilidades de resolución de problemas, si quieres compartir."
280,"{""Username"":""Eryk"", ""pronoun"":""elle"", ""message"":""Básicamente me hice un examen de la vista que realmente me ayudó con mis ojos. Tengo diabetes y padezco algunos problemas de visión. Terminé comprando anteojos recetados para mis ojos.""}","Me alegra saber que el examen de la vista te ayudó con tus ojos, Eryk. Cuidar de nuestra salud visual es muy importante, especialmente cuando enfrentamos problemas como la diabetes. Comprar anteojos recetados seguramente marcará una gran diferencia en tu calidad de vida. ¿Hay algo más que te haya impactado positivamente en tu experiencia con los anteojos nuevos?"
281,"{""Username"":""Anunciacion"", ""pronoun"":""ella"", ""message"":""El evento que me ha hecho feliz durante los últimos meses es la graduación de la universidad en junio de este año.""}","2. ¡Felicidades por tu próxima graduación universitaria, Anunciacion! Ese es un logro maravilloso y estoy segura de que te sientes muy orgullosa. ¿Qué carrera estudiaste? Cuéntame más sobre tus planes para el futuro después de la graduación."
282,"{""Username"":""Lianne"", ""pronoun"":""elle"", ""message"":""La capacidad de las personas para superar adversidades y salir más fuertes me provoca una profunda admiración por la resiliencia humana.""}","3. Lianne, admiro tu perspectiva y admiración por la resiliencia humana. Es verdaderamente asombroso cómo las personas pueden enfrentar dificultades y salir más fuertes de ellas. ¿Hay alguna historia de resiliencia en particular que te haya inspirado últimamente? Me encantaría escucharla."
283,"{""Username"":""Ilhame"", ""pronoun"":""elle"", ""message"":""Un evento que me hizo feliz fue que compré el nuevo iPhone  Esta fue una gran compra para mí porque había estado esperando este teléfono por un tiempo.""}","4. Ilhame, entiendo perfectamente esa emoción de obtener algo que has estado esperando durante mucho tiempo, ¡y el nuevo iPhone suena genial! Es genial cuando finalmente conseguimos algo que queremos y estamos emocionados por tenerlo en nuestras manos. ¿Hay alguna función especial o algo en particular que te guste del nuevo iPhone?"
284,"{""Username"":""Jefferson"", ""pronoun"":""ella"", ""message"":""Mi clase de yoga fue muy relajante. Aunque todavía estoy aprendiendo cómo hacerlo correctamente, me sentí revitalizado después.""}","5. Jefferson, me alegra saber que tu clase de yoga fue relajante y revitalizante para ti. El yoga puede ser una excelente manera de cuidar tu mente y cuerpo al mismo tiempo. ¿Has notado algún beneficio adicional desde que comenzaste a practicarlo? Me encantaría saber más sobre cómo el yoga ha influido en tu vida."
285,"{""Username"":""Manases"", ""pronoun"":""elle"", ""message"":""Logré alcanzar mi meta de trabajo semanal, esto asegura un ingreso estable a fin de mes.""}","6. Manases, ¡felicidades por alcanzar tu meta semanal en el trabajo! Eso es un gran logro y estoy seguro de que te alivia tener un ingreso estable asegurado al final del mes. ¿Hay algo específico que hiciste para alcanzar tu objetivo? Me gustaría saber más sobre tu proceso de trabajo."
286,"{""Username"":""Faith"", ""pronoun"":""elle"", ""message"":""Este mes estuve muy feliz cuando batí mi propio récord personal y pude hacer flexiones estándar.""}","7. Faith, ¡es genial que hayas batido tu propio récord personal haciendo flexiones! Logros como ese son una prueba de cuánto has progresado y mejorado. ¿Cómo te sientes al superar tus propias expectativas y establecer un nuevo estándar para ti misma? ¡Sigue así!"
287,"{""Username"":""Erol"", ""pronoun"":""el"", ""message"":""Recibí un reembolso de un minorista y un cupón por valor del % en cualquier compra nueva.""}","8. Erol, recibir un reembolso y un cupón de descuento suena como una gran oportunidad para ahorrar dinero en tus compras futuras. ¡Eso seguro que pone una sonrisa en tu rostro! ¿Tienes algún plan en mente para usar ese cupón? Sería interesante escucharlo."
288,"{""Username"":""Nils"", ""pronoun"":""el"", ""message"":""Terminé mi trimestre más reciente de la universidad y obtuve A y una B en mis clases.""}","9. Fantástico, Nils, por terminar tu último trimestre de la universidad con calificaciones sobresalientes. Obtener A y B en tus clases es un logro para estar orgulloso, y muestra tu dedicación y esfuerzo en tus estudios. ¿Hay alguna clase en particular que realmente te haya gustado o desafiado?"
289,"{""Username"":""Deimante"", ""pronoun"":""elle"", ""message"":""Recibí una oferta de trabajo después de estar sin trabajo durante semanas. ¡Eso me hizo muy feliz!""}","10. ¡Me alegro mucho por ti, Deimante! Encontrar un nuevo trabajo después de semanas de búsqueda puede ser un gran alivio y motivo de celebración. ¿Cómo te sientes al conseguir esa oferta de trabajo? ¿Qué es lo que más te entusiasma de empezar en este nuevo trabajo?"
290,"{""Username"":""Arne"", ""pronoun"":""el"", ""message"":""Me inscribí para andar en bicicleta con fines benéficos el mes pasado y recorrí  millas, todavía estoy entusiasmado.""}","11. Arne, ¡eso suena como un desafío emocionante! Andar en bicicleta con fines benéficos, y recorrer tantas millas, muestra tu compromiso con una buena causa y tu determinación para lograr tus metas. ¿Cómo te sentiste al cruzar la línea de meta? Me encantaría escuchar más sobre tu experiencia en el evento."
291,"{""Username"":""Horacia"", ""pronoun"":""ella"", ""message"":""Hoy preparé una enorme y deliciosa ensalada para el almuerzo que incluía lechuga romana, tomates, pepino, huevo, tocino y queso cheddar rallado.""}","12. Horacia, tu ensalada suena realmente deliciosa y nutritiva. Preparar comidas saludables es una excelente manera de cuidar de nuestro cuerpo y disfrutar de sabores frescos. ¿Te gusta cocinar en general? ¿Tienes alguna otra receta favorita que te gustaría compartir?"
292,"{""Username"":""Rolando"", ""pronoun"":""elle"", ""message"":""Ir a la iglesia el Domingo de Ramos. Había conducido por primera vez en años. Me había perdido pero me sentí muy bien cuando llegué.""}","13. Rolando, ir a la iglesia y conducir por primera vez en años es definitivamente un logro digno de celebración. Debe haber sido muy especial y significativo para ti. ¿Qué te hizo decidir volver a conducir y cómo te sentiste al llegar a la iglesia después de tanto tiempo? "
293,"{""Username"":""Stanuta"", ""pronoun"":""ella"", ""message"":""Pedí lo último de la madera que necesito para construir mi puente y descubrí que será entregado mañana.""}","14. Stanuta, ¡qué emoción que te entreguen la madera que necesitas para construir tu puente! Ver tu proyecto tomar forma realmente debe darte una sensación de logro. ¿Cómo ha sido el proceso de construcción hasta ahora? ¿Tienes algún plan emocionante para cuando el puente esté terminado?"
294,"{""Username"":""Mballo"", ""pronoun"":""elle"", ""message"":""Hice un lote maravilloso de HIT la noche anterior y ayer por la mañana. Muy fácil y de alto pago. Los estoy viendo todos siendo aprobados en este momento.""}","15. Mballo, me alegra que hayas tenido una experiencia tan positiva con tu trabajo de HIT. No solo es gratificante hacer algo que te gusta, sino que también recibir una buena remuneración es un bono adicional. ¿Qué te motivó a empezar a hacer HIT y qué te gusta más de este trabajo? ¡Sigue prosperando!"
295,"{""Username"":""Hellen"", ""pronoun"":""el"", ""message"":""He estado trabajando con una organización para ayudarme a poner mi casa en orden/limpiada/organizada, porque es un desastre y no podemos pagar por la ayuda. Finalmente, ayer comenzaron a trabajar en el proyecto real y ahora tengo una cocina limpia. ¡Sí!""}","16. Hellen, estoy feliz de que hayas encontrado ayuda para poner tu casa en orden y limpiarla. A veces, pedir ayuda y recibir apoyo puede ser un gran alivio y marca un gran cambio positivo. ¿Cómo te ha hecho sentir ver tu cocina limpia y organizada? ¿Tienes algún otro proyecto en mente para tu hogar?"
296,"{""Username"":""Pancracio"", ""pronoun"":""el"", ""message"":""Obtuve una gran ganancia en mi negocio y también firmé un proyecto por valor de  USD""}","17. ¡Eso es maravilloso, Pancracio! Obtener una gran ganancia en tu negocio y asegurar un proyecto tan valioso es un gran logro. ¿Qué te hizo decidir embarcarte en ese proyecto y cómo te sientes ahora que has obtenido tanto éxito en tu negocio?"
297,"{""Username"":""Mames"", ""pronoun"":""elle"", ""message"":""Hoy uno de mis mejores amigos; prometida consiguió un trabajo. Ha estado en la búsqueda de trabajo durante más de dos años y hasta este momento no ha tenido éxito. Estoy muy emocionada por los dos.""}","18. Mames, es comprensible que estés emocionada por tu amiga y su nuevo trabajo. La búsqueda de empleo puede ser desafiante, pero es maravilloso cuando finalmente llega esa oportunidad esperada. ¿Cómo planean celebrar esta nueva etapa en la vida de tu amiga? ¡Que sea el inicio de algo grandioso para ella!"
298,"{""Username"":""Siqi"", ""pronoun"":""ella"", ""message"":""Vi a un grupo de personas atravesar una situación difícil con entereza y admiro su resiliencia.""}","19. Siqi, es realmente inspirador ver cómo las personas enfrentan situaciones difíciles con entereza y resiliencia. Admirar a aquellos que superan adversidades puede ayudarnos a encontrar fuerza y ​​persistencia en nuestras propias vidas. ¿Hay algo en particular que te haya impresionado de la situación que presenciaste?"
299,"{""Username"":""Mohammadine"", ""pronoun"":""elle"", ""message"":""Hoy asistí a una entrevista y obtuve un trabajo con un buen paquete. me sentí muy feliz cuando recibí mi carta de oferta en mi mano""}","20. ¡Felicidades, Mohammadine, por obtener ese trabajo con un buen paquete! Eso es emocionante y puede ser un gran impulso para tu carrera y tus metas personales. ¿Cómo te sientes al recibir la carta de oferta? ¿Qué esperas con más entusiasmo en tu nuevo trabajo? ¡Mucho éxito en esta nueva etapa de tu vida!"
300,"{""Username"":""Yaqueline"", ""pronoun"":""el"", ""message"":""Sentí admiración por la generosidad de una persona que donó una gran suma de dinero a una organización benéfica.""}",Es maravilloso sentir admiración por la generosidad de las personas. ¿Qué te inspiró acerca de esta donación en particular?
301,"{""Username"":""Nais"", ""pronoun"":""el"", ""message"":""Me gradué de fisioterapia de un reemplazo total de rodilla hoy. No fue súper emocionante, pero lo que representa significa mucho para mí. He recorrido un largo camino y superado muchos obstáculos a través de este reemplazo. Todavía tengo trabajo por hacer para alcanzar mi nueva normalidad, pero sé que puedo llegar allí.""}","2. Felicitaciones por graduarte de fisioterapia y completar un reemplazo total de rodilla. Aunque puede que no haya sido emocionante en el momento, es un logro significativo y refleja tu determinación y perseverancia. ¿Qué obstáculos superaste durante este proceso?"
302,"{""Username"":""Hajira"", ""pronoun"":""el"", ""message"":""La valentía y la fortaleza de los bomberos que arriesgan sus vidas por salvar a otros es algo que siempre me ha admirado.""}",3. La valentía y la fortaleza de los bomberos es realmente admirable. ¿Hay alguna historia en particular que te haya impresionado o algún héroe bombero que admires?
303,"{""Username"":""Samir"", ""pronoun"":""el"", ""message"":""Recibí un cupón de compras por valor de $ para mi próxima compra en el supermercado""}",4. ¡Qué suerte tener un cupón de compras para tu próxima visita al supermercado! ¿Has planeado qué comprarás con ese descuento especial?
304,"{""Username"":""Jiancheng"", ""pronoun"":""ella"", ""message"":""Empecé a aprender una coreografía de danza del vientre en la clase de anoche; es un elemento básico del estudio y en realidad requiere algo de atletismo""}",5. Me encanta que estés aprendiendo una coreografía de danza del vientre. Es emocionante adentrarse en nuevas actividades y desarrollar habilidades. ¿Cómo te sientes al aprender esta coreografía en particular?
305,"{""Username"":""Lucienne"", ""pronoun"":""el"", ""message"":""Recibí una computadora nueva para el trabajo, que puede hacer mucho más que mi unidad actual.""}","6. ¡Wow, felicidades por la nueva computadora para el trabajo! Es realmente emocionante cuando recibes una herramienta que te permite hacer más de lo que hacías antes. ¿Cuáles son las características de la nueva computadora que más te emocionan?"
306,"{""Username"":""Giovana"", ""pronoun"":""ella"", ""message"":""Me llené de admiración al ver a un joven científico inventar una solución innovadora para un problema común.""}",7. Admirar la innovación y la solución a problemas comunes es muy inspirador. ¿Cuál fue el problema que este joven científico resolvió y cómo lo hizo?
307,"{""Username"":""Demi"", ""pronoun"":""elle"", ""message"":""Vi a un maestro de yoga realizar posturas avanzadas con facilidad y su flexibilidad me impresionó y admiré.""}",8. Es asombroso cuando vemos a alguien realizar posturas de yoga avanzadas con facilidad. La flexibilidad puede ser una cualidad admirable. ¿Has intentado practicar yoga o estás interesado en aprender más sobre esta disciplina?
308,"{""Username"":""Graciniano"", ""pronoun"":""elle"", ""message"":""Alquilé un limpiador de alfombras y limpié todas nuestras alfombras, y ahora se ven muy bien.""}","9. ¡Qué bien que hayas alquilado un limpiador de alfombras y hayas dejado tus alfombras impecables! A veces, pequeños cambios en nuestro entorno pueden hacer una gran diferencia en cómo nos sentimos en el hogar. ¿Te gustaría compartir alguna historia sobre cómo te sientes al tener tus alfombras limpias y cómo ha cambiado tu espacio?"
309,"{""Username"":""Anil"", ""pronoun"":""el"", ""message"":""Después de meses de buscar y comprar, este fin de semana finalmente compré una hamaca para acampar.     El que compré cuesta solo $ de Walmart, en lugar de los $ ue estaba pensando gastar en el modelo de gama alta. Mi proceso de pensamiento es que puedo probar la hamaca y, si me gusta, gastar los $o es gran cosa. Pero gastar $n algo que no estaba seguro de si me gustaría o no, era demasiado para digerir.    ¡Así que planeo acampar este fin de semana y tengo muchas ganas de probar la hamaca!""}","10. ¡Felicitaciones por tu nueva hamaca para acampar! A veces, es emocionante probar una nueva actividad o producto a un precio más accesible antes de invertir más. ¿Ya tienes planes para acampar este fin de semana?"
310,"{""Username"":""Xabel"", ""pronoun"":""elle"", ""message"":""Fui aceptado en el programa de doctorado en Biología Celular y Molecular de la Universidad de Pensilvania.""}","11. Wow, ingresar a un programa de doctorado en Biología Celular y Molecular es un logro impresionante. Me encantaría escuchar más sobre tus intereses en esta área y cómo te sientes al ser aceptada en el programa."
311,"{""Username"":""Ivon"", ""pronoun"":""elle"", ""message"":""Llené mi colección de teteras militares y latas de desorden con varios kits más que no tenía hasta ahora.""}","12. Llenar una colección con nuevos elementos es emocionante, especialmente cuando agregamos algo que no teníamos antes. ¿Tienes alguna historia sobre por qué te apasionan las teteras militares y las latas de desorden?"
312,"{""Username"":""Balma"", ""pronoun"":""elle"", ""message"":""A mi mamá le regalaron el viejo iPhone ayer gratis desde que se actualizó la semana pasada""}",13. ¡Qué suerte tiene tu mamá de recibir un iPhone gratis! ¿Cómo ha sido su experiencia con el nuevo teléfono hasta ahora?
313,"{""Username"":""Herman"", ""pronoun"":""elle"", ""message"":""Me enteré de un programa de rescate y rehabilitación de osos en nuestra región, me puse en contacto con ellos y supe que realmente les vendrían bien algunas cosas que tenía que donarles; He estado armando un paquete de atención para ellos.""}",14. Es genial que hayas encontrado un programa de rescate y rehabilitación de osos en tu área y puedas ayudarlos con una donación. ¿Qué tipo de cosas tienes planeado incluir en el paquete de atención? 
314,"{""Username"":""Nahara"", ""pronoun"":""ella"", ""message"":""Recibí mi reembolso de impuestos. Me enojó feliz porque actualmente estoy desempleado. Necesito el dinero para las cuentas y la comida. Sin embargo, no durará mucho.""}","15. Entiendo que recibir el reembolso de impuestos puede ser un alivio financiero, especialmente cuando estás desempleado. ¿Hay algo en particular en lo que planeas usar el dinero?"
315,"{""Username"":""Souliman"", ""pronoun"":""ella"", ""message"":""Conseguí un lugar de estacionamiento justo al lado de la tienda en la que tenía que comprar y evité tener que caminar mucho bajo la lluvia.""}",16. Encontrar un lugar de estacionamiento cercano en un día lluvioso puede ser una bendición. ¿Qué te llevó a ese lugar en particular?
316,"{""Username"":""Danielle"", ""pronoun"":""el"", ""message"":""Media maratón de Arena hace unas semanas. Fue una de las cosas más difíciles que he hecho. Pon a prueba tu capacidad mental y física. Pero estoy deseando volver a hacerlo""}",17. ¡Felicidades por completar una media maratón de Arena! Participar en actividades físicas desafiantes puede ser muy gratificante. ¿Cómo te sentiste después de terminar la carrera?
317,"{""Username"":""Alisson"", ""pronoun"":""elle"", ""message"":""Vi a una madre cuidar amorosamente de su hijo con discapacidad y me emocionó su dedicación.""}",18. Es maravilloso ver cómo la dedicación y el amor de una madre afectan a su hijo con discapacidad. ¿Hay algo en particular que te haya emocionado de esta experiencia?
318,"{""Username"":""Aihua"", ""pronoun"":""ella"", ""message"":""La lente de mi cámara no funcionaba correctamente y pensé que sería una reparación costosa porque estaba fuera de garantía, pero luego descubrí que mi tarjeta de crédito brinda cobertura adicional de forma gratuita.""}","19. Qué alivio encontrar que tu tarjeta de crédito cubre la reparación de tu cámara sin costo adicional. A veces, las soluciones vienen de donde menos las esperamos. ¿Qué tipo de fotografías te gusta tomar con tu cámara?"
319,"{""Username"":""Ronda"", ""pronoun"":""ella"", ""message"":""Hice una presentación increíble hoy por la que estaba nervioso y salió bien. Ahora me siento genial.""}",20. Es increíble cuando nuestras presentaciones salen bien y nos sentimos satisfechos con nuestro desempeño. ¿Cómo te sientes ahora después de esa presentación exitosa?
320,"{""Username"":""Roselia"", ""pronoun"":""el"", ""message"":""Decidí experimentar y verter habanero sobre una pizza antes de ponerla en el horno, era un riesgo pero funcionó y fue una de las mejores pizzas que he hecho.""}","¡Wow, Roselia! Eso suena muy arriesgado, pero me alegra que haya funcionado y que hayas disfrutado de una deliciosa pizza casera. ¿Qué ingredientes le pusiste además del habanero?"
321,"{""Username"":""Qianqian"", ""pronoun"":""el"", ""message"":""Cogí de América a Alemania. Estaba emocionado, feliz y complacido con el profesionalismo de las personas que trabajan en la industria del transporte.""}","2. Qianqian, me emociona verte tan feliz y emocionado por tu viaje a Alemania. Es maravilloso cuando las personas en el sector del transporte hacen un buen trabajo y nos ayudan a tener una experiencia agradable. ¿Qué fue lo que más te gustó de tu experiencia?"
322,"{""Username"":""Magatte"", ""pronoun"":""elle"", ""message"":""Vi a la hematóloga el viernes pasado y no cree que tenga policitemia, ¡que es un cáncer de la sangre!""}","3. Magatte, entiendo que puede ser un momento de alivio para ti después de esa consulta con la hematóloga. Es genial saber que no tienes polycythemia, eso te quita un peso de encima. ¿Cómo te sentiste al recibir esa noticia?"
